"","X1","X2"
"113","









  
  
    
  I really like the connectivity to the app and that you can order a cleaning job even you are not at home.The robot get stuck sometimes on loose carpets so it is not ideal to clean them. The cleaning is also not as good as conventional cleaning. It is nice to have it to clean under sofas etc where it is difficult to access.

  
","Reviewed in the United States on November 5, 2020"
"114","









  
  
    
  for cleaning my floors

  
","Reviewed in the United States on November 5, 2020"
"115","









  
  
    
  I have a blonde Labrador who sheds. Since I purchased the iRobot Roomba 675 Robot Vacuum my wood floors are hair free. It is great for daily vacuuming and has made my cleaning job so much easier.

  
","Reviewed in the United States on November 5, 2020"
"116","









  
  
    
  My iRobot Roomba stopped working after 2 weeks. I kept receiving Error 2 which told me to clean the brushes. I cleaned everything including checking the gears and watched multiple videos (it's not hard at all). Not sure what happened but a replacement for iKaren (my kids named it because it such because it keeps asking for the manager and running into things with reckless abandon) is on the way. I also went to Roomba's website and since it was under warranty I ordered a new set of brushes in case this occurs with the new one...

  
","Reviewed in the United States on November 5, 2020"
"117","









  
  
    
  This is my second robot. The first one kept getting stuck under the table and always got lost so I returned it for this one. Instant regret. It¡¯s noisy which isn¡¯t a big deal until it¡¯s been on for 30 minutes. It¡¯s bulky so it doesn¡¯t fit under the hutch like the old one. Also my mom has a step from the kitchen to the living room and always gets stuck. We have to move it away from the ¡°cliff¡± and hit the button. Also you have to spend forty dollars on a separate contraption if you don¡¯t want going in a certain spot which is unreliable according to the reviews. The old robot had the strips you could put down. Im returning this one and getting the one on sale at Walmart for Black Friday. Hopefully 3rd times a charm

  
","Reviewed in the United States on November 5, 2020"
"118","









  
  
    
  Like others, we named her Hazel and she is a good little maid. The random pattern is not my favorite because she seems to get obsessed with one or two locations. However, she is thorough and a great way to multitask household chores. While she vacuumed the floor, I washed dishes. We are a team!

  
","Reviewed in the United States on November 5, 2020"
"119","









  
  
    
  Works quite well.  I run it three times/week and it pulls a surprising amount of dust and debris every time.  Some preparation must be made such as keeping cables out of the way.

  
","Reviewed in the United States on November 5, 2020"
"120","









  
  
    
  Gets stuck every clean. One floor. Awful

  
","Reviewed in the United States on November 4, 2020"
"121","









  
  
    
  I live not having to worry about finding time to vacuum because ¡°Bert¡± does it every morning! A great purchase!

  
","Reviewed in the United States on November 4, 2020"
"122","









  
  
    
  We have 4 dogs and keeping up with shedding is near impossible. The Room a does a great job of tracking down the fur and not just spreading it around. Setup was super easy and now it's controlled by my phone. Older models had remotes that never seemed to work correctly. All in all a great little vacuum

  
","Reviewed in the United States on November 4, 2020"
"123","









  
  
    
  Love it!!!<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>

  
","Reviewed in the United States on November 4, 2020"
"124","









  
  
    
  Likes :<U+2728>it picks up things I didn¡¯t think were there<U+2728>can clean one main level on full battery<U+2728>easy to clean out<U+2728>love that you can control with an app even when you are not aroundDislikes :<U+2728> gets stuck a lot<U+2728> doesn¡¯t really follow a pattern or stay in an area for a long period of time<U+2728> has trouble ¡°going home¡± to the charging port<U+2728>has to be perfectly aligned to charge

  
","Reviewed in the United States on November 4, 2020"
"125","









  
  
    
  This Roomba got stuck on just about every possible thing in our house. I suppose it works well in large carpeted rooms, but it would only completely jobs successfully about 1/3 of the time. It would get stuck on rugs, vents, under tables, etc.

  
","Reviewed in the United States on November 4, 2020"
"126","









  
  
    
  Easy to install works great I recommend it to any of my friends

  
","Reviewed in the United States on November 4, 2020"
"127","









  
  
    
  Where to start? I shed a lot of hair (long, thick) and it has always been a problem. Having guests over was such a pain sometimes just because of all the floor cleaning I had to do to get rid of hair.To make it short, this is no longer an issue. Crumbs on the kitchen floor are no longer an issue. Dusty corners are no longer an issue. I use it 3-4x a week on tile and carpet, and may I just say, dreams do come true.

  
","Reviewed in the United States on November 3, 2020"
"128","









  
  
    
  Don¡¯t waste your money. Broke twice.

  
","Reviewed in the United States on November 3, 2020"
"129","









  
  
    
  Works great, but, it keeps losing a little rubber part from the bottom. He's also having some difficulty learning my home but I believe that is improving. All in all, very satisfied.

  
","Reviewed in the United States on November 3, 2020"
"130","









  
  
    
  I purchased a Roomba in early July as a gift for my daughter.  She LOVED it until if stopped working a few weeks ago, she Got an error message about BIN.  She ordered a new bin, did not resolve the issue.  Contacted Amazon was told to contact Roomba direct.  Roomba said they would send a box to return Roomba (without battery) to them ASAP.  It's been several weeks and still no box.  I have also read where others have purchased Roomba batteries via Amazon and received no support from Roomba when there was an issue with their batteries... What exactly is the story, if we purchase Roomba products from Amazon does consumer get no support?  I really would like to know if and when my gift to my daughter will be serviced.Thank you, Grammie in Louisianna

  
","Reviewed in the United States on November 3, 2020"
"131","









  
  
    
  This product is awful. It runs into furniture and baseboard so hard that most of my things are now covered in scuff marks and scratches. Hair is constantly stuck in it. It works basically like a pinball and ends up doing the same area of floor over and over, which makes the scuffing and scratching on the furniture even more severe. Might be okay if you have dark trim and a lot of durable furniture, but otherwise it¡¯s terrible.

  
","Reviewed in the United States on November 3, 2020"
"132","









  
  
    
  My unit had a hard time cleaning up anything. It kinda just blew things around and ran over it without really sucking up the majority of things. Additionally, it got stuck in my doorway because the lip of the carpet was too high (even though it shows in the pictures that should definitely be able to climb over it). It also wasn't able to go over my rug, which wasn't that high either.

  
","Reviewed in the United States on November 2, 2020"
"133","









  
  
    
  Love this little guy! I have a HUGE dog (160 lbs) who sheds a LOT (Anatolia shepherd, so its medium length hair) and I hated how often I had to vacuum.  Ever since Skittles (that's the new iRobot vac) came into my life, I wake up daily to clean floors.  He starts his daily routine at 6 and is usually done by about 730....as an added bonus, its hilarious to watch the dog act like he's going to eat Skittles only to chicken out and run away at the last moment.

  
","Reviewed in the United States on November 2, 2020"
"134","









  
  
    
  I love my Roomba. I will never be without a Roomba on every level of my house, ever again. Customer service was responsive and helpful.

  
","Reviewed in the United States on November 2, 2020"
"135","









  
  
    
  It's somewhat noisy but picks up hair well on hard floor I don't have carpet, I love this product.

  
","Reviewed in the United States on November 2, 2020"
"136","









  
  
    
  Love having the floors both carpets and tile feel and look so clean.needs some training in terms of directions but minimal.

  
","Reviewed in the United States on November 2, 2020"
"137","









  
  
    
  ¡°Heather¡± does rather well at picking up dirt and hair but she has the hardest time rolling into the kitchen. We have two raised dividers that lead into the kitchen; one of the dividers completely immobilizes her 98% of the time. It¡¯s the weirdest thing tho bc both barriers are the same height but she only manages to get stuck on one of them. Besides that she loves to lock herself in the laundry room and chase the cat around. Maintenance parts are rather expensive, so factor that in before you decide to buy.Skip over this model and buy a robovac with smart mapping.

  
","Reviewed in the United States on November 1, 2020"
"138","









  
  
    
  DO NOT waste your money we bought one 5 months ago it worked for two months then quit working then a month a go it decided to charge and work again for three days then quit again my husband found reviews on this on i robot in google play and it was nothing but negative reviews for the same thing and other stuff again DO NOT WASTE YOUR MONEY ON THIS POS.

  
","Reviewed in the United States on November 1, 2020"
"139","









  
  
    
  I recently bought this Roomba 675 on Irobot's website on July 5, 2020 and bought a replenishment kit with it and worked great for me or about 1.5 weeks (one and a half weeks) and then after that it just wouldn't clean for me anymore ill tell you why1. vacuum bin would barely let out any air through the back if you put your hand on it, it feels like someone blowing air on you.2. wheels would make a squeaky noise when vacuuming sounds like a chaid r with wheel legs would be VERY ANNOYING.3. I would get an error message on the app saying that I need to remove Roomba's brushes and clean them when The brushes were in correctly i dont see any dust or anything and would still say i need to clean and check them or no reason ABSOLUTELY RIDICOLUS AND FRUSTRATING.4. Will not charge on dock i would get a ""charging error 1"" when its on the dock making the battery not function properly I contacted Irobot for a replacement charging dock and they sent the replacement dock i asked for and the dock base worked for about 2 days before not charging my Roomba I tried to buy a different model of a charging dock like a white one for a Roomba 530. that did not solve the charging error on my roomba VERY FRUSTRATING.5. Cleaning Brushes would wear out fast like Loads of dusts and pet would build and get tangled in the brushes  and would use the brush cleaning ALOT WHICH IS VERY TENSE.6. flexible beater rips off fast and would not work properly.I WOULD NOT BUY THIS CHEAP JOKE $200 DOLLAR ROOMBA BUYER BEWARE I will buy a Roomba I7 or S9+ better. hope this was helpful.

  
","Reviewed in the United States on November 1, 2020"
"140","









  
  
    
  A little disappointed with the irobot roomba. For the price, I don't believe the product is worth it.

  
","Reviewed in the United States on November 1, 2020"
"141","









  
  
    
  Do yourself a favor and look elsewhere. This vacuum bumps really hard on things, passes multiple times over the same spot, doesn't pick up all the dirt, and to find the home base starts bumping all the walls until by elimination it gets to the base. For the price I better buy a vacuum and get the job done in 1/10 the time it took this bot without all the noise and the bumping. Waste of time buying this.

  
","Reviewed in the United States on November 1, 2020"
"142","









  
  
    
  We purchased our Irobot Roomba in Nov 2018. Our home has hard wood floors throughout. We have found Roomba to be one of the best purchases for our floors. I push a clean button and she does the rest, then when completed, she returns to the dock to recharge. I personally have never programed her at, and she figures it out. Highly recommend this product.

  
","Reviewed in the United States on November 1, 2020"
"143","









  
  
    
  Quit working after 3rd use!

  
","Reviewed in the United States on November 1, 2020"
"144","









  
  
    
  My Roomba does not charge.  Despite returning home, the connection to charging station is highly sensitive and does not hold consistently.  When I go to use roomba there is not charge and I need to hold roomba to maintain charge.

  
","Reviewed in the United States on November 1, 2020"
"145","









  
  
    
  Can¡¯t even negotiate a cheap, non-piled rug. So am so tired of starting it, leaving and it immediately get ¡°stuck¡±. This thing is brand new out of the box and this is all I have done. Might as well do it all myself. YES I¡¯ve cleaned the little sensors and all the BS work the manual says but it should NOT be doing this brand new out of the box. I would expect more from the original name..Returning and getting another brand..

  
","Reviewed in the United States on November 1, 2020"
"146","









  
  
    
  Overall does a good job on pet hair, but is easily shut down by area rugs.  Also. VERY difficult to position on charger when it doesn't make it home and battery dies.very

  
","Reviewed in the United States on November 1, 2020"
"147","









  
  
    
  Don¡¯t waste your money buying this product. Unless your furniture is up off the ground and there is literally nothing on your floor this thing will get stuck on everything. Also there is no rhyme or reason to where it cleans.

  
","Reviewed in the United States on October 31, 2020"
"148","









  
  
    
  I want to write sonnets about my roomba, Meryl Sweep. I run her every day and she picks up SO much pet hair and dirt. Super easy set up, tells you how to clean the filter and brushes, and works like a charm. I have a 1,000 sq foot 2 bedroom apartment with both laminate and carpet, as well as area rugs. Meryl cleans EVERYTHING. Surprisingly quiet compared to a regular vacuum. If you have pets and/or are a clean freak, you need this roomba!

  
","Reviewed in the United States on October 31, 2020"
"149","









  
  
    
  Best since sliced bread.

  
","Reviewed in the United States on October 31, 2020"
"150","









  
  
    
  My mom has Parkinson's and a house full of kids, and vacuuming was getting very tiring for her, so I bought her this, and it saves her tons of time and effort. She also really likes that she can just set it to go once the kids are off to school and daycare, and have one less thing to bother about. Thank you, IRobot!

  
","Reviewed in the United States on October 31, 2020"
"151","









  
  
    
  Product works well and we have 3 dogs and 10 cats so lots of hair to clean up.

  
","Reviewed in the United States on October 31, 2020"
"152","









  
  
    
  gets hung up on the base of a barstool every time  its like it must go there out of the gate...it stops in middle of room or wanders and never finishes an area over multiple tries...NOW it wont charge...followed every troubleshooting process 2 or 3 times and still charges for 45 seconds then stops....its a door stop....

  
","Reviewed in the United States on October 30, 2020"
"153","









  
  
    
  Unfortunately it does not clean in a consistent manner it skips alot of areas bumping around loosing track of where it left off, and also it gets tangled on area rugs if they are not heavy set.

  
","Reviewed in the United States on October 30, 2020"
"154","









  
  
    
  Very nice vacuum, but you need to remove chairs, carpets and any obstacle to let it work properly

  
","Reviewed in the United States on October 29, 2020"
"155","









  
  
    
  Theory met reality, product is very precise and thorough. Definitely a good buy!!

  
","Reviewed in the United States on October 29, 2020"
"156","









  
  
    
  This thing hasn't finished a single cleaning, get stuck on everything marks the heck out of my walls. It has also never made it back to its charging port.

  
","Reviewed in the United States on October 29, 2020"
"157","









  
  
    
  Product picks up pretty well,  the filter tends to get full very quickly. If it runs into a ""pile"" of debris, the brushes fling it all over the floor. It eventually picks it up

  
","Reviewed in the United States on October 28, 2020"
"158","









  
  
    
  I had a cheaper knock off product, and although this product cleans better, it always stops with a ""stuck"" error, or ""stuck on a cliff"" error.  The cliff is my flat area rug and the base of my fan.  It heads for these two areas every time I turn it on.  I have never had it run a cycle without getting stuck 3,4,5 times.  I've gotten to where I don't even look for it until the next day.  I've had it 3 months.  I'd take the cheaper model that doesn't have as much suction than this thing.  They should name it dumb blondie.

  
","Reviewed in the United States on October 28, 2020"
"159","









  
  
    
  It'll do a decent job of cleaning loose dirt and the such, but anything that is even slightly stuck to the floor is not going to get cleaned. The driving algorithm is stupid too. It never goes in the direction I want and most of the time it misses the spot that I ran the vacuum to clean even when I use the spot clean option. It's best used in a small room, and you may have to run it several times otherwise it's a skip.

  
","Reviewed in the United States on October 28, 2020"
"160","









  
  
    
  It works as advertised, but it¡¯s a very stupid robot. It cleans in an aimless zigzag pattern, and often gets obsessed with one room or area. Probably because it doesn¡¯t have any sensors, or mapping capabilities. But it¡¯s better than sweeping and vacuuming myself. If o had it to do over, I¡¯d spring the extra $150 or so, and get the model that has mapping and sensors.

  
","Reviewed in the United States on October 28, 2020"
"161","









  
  
    
  Awesome product! Easy to clean and install replacement pieces when needed. I¡¯ve had mine 6 months and it¡¯s never messed up. Also hold charge for a long time!

  
","Reviewed in the United States on October 28, 2020"
"162","









  
  
    
  I was really excited to  get the Roomba 675. It did not take long , a couple of days, to become disenchanted.  Due to the fact I gave rugs wit black design the Roomba kept stopping with an error saying the Roomba needed attention because it was on a cliff. I returned less than a week.If it wasn't for the cliff sensors I would have probably liked it.If you have dark or black designs in a rug forget the Roomba 675

  
","Reviewed in the United States on October 28, 2020"
"163","









  
  
    
  Not a terrible product, I won¡¯t lie; I may or may not have sat in my underwear for two hours watching it once I first purchased it.During those two hours, I watched a mindless droid slam into the same door at at least twenty times until I finally had enough. (Also my wife may or may not have finally opened said door pleading to end the poor things suffering.)I will say it did some heavy-duty cleaning, but that may be the only pro to this sad little guy. I have about five or six different rooms for it to clean, and to watch him suffer for two hours in the same one did it in for me. I returned him the following day.If you have a small studio apartment, he¡¯s the man of your dreams. Other than that, invest in something that has mapping technology, very much worth the price.

  
","Reviewed in the United States on October 28, 2020"
"164","









  
  
    
  Love it! Packaged well.

  
","Reviewed in the United States on October 27, 2020"
"165","









  
  
    
  After about two months of having it it stopped really working. I tested it out by putting a piece of debris that it should be able to pick up and it would just drive right over it and not get it. Not satisfied with how much this cost for it to suck

  
","Reviewed in the United States on October 27, 2020"
"166","









  
  
    
  Piece of junk Wont work properly wont charge,

  
","Reviewed in the United States on October 27, 2020"
"167","









  
  
    
  Didn¡¯t realize how much it collected in dust bin upon completion.  I feel it misses one star because it leaves crumbs, etc. on hardwood floors.  Other than that, I am pleased with my purchase

  
","Reviewed in the United States on October 27, 2020"
"168","









  
  
    
  It is so loud and clumsy, but it picks up dog hair well. It will ding and damage tour furniture, but I have so many cats amd dogs, that I don¡¯t have nice things anymore!

  
","Reviewed in the United States on October 26, 2020"
"169","









  
  
    
  The power cable and owner's guide were not included. I am looking to purchasing a replacement cable myself since Amazon would not help

  
","Reviewed in the United States on October 26, 2020"
"170","









  
  
    
  I bought this for my parents as a Christmas gift and am not impressed at all. I own a Eufy 25C which is way better. The Rumba only has one spinning brush head, it does not come with a remote, the app is not that great, and it's significantly louder than the Eufy. The Rumba walls are very expensive, and we've already had to replace the side spinning brush head as the other one stopped working and they make it impossible to take apart. Would not recommend.

  
","Reviewed in the United States on October 26, 2020"
"171","









  
  
    
  MUST clean it out after every use, but it works splendidly!

  
","Reviewed in the United States on October 26, 2020"
"172","









  
  
    
  Charles is the best Roomba. All other Roombas tremble before Charles. He cleans up pet hair like a champ and he can carry a conversation better than most of my family. Charles is my family now.

  
","Reviewed in the United States on October 25, 2020"
"173","









  
  
    
  Love all rumba  875 is my favorite

  
","Reviewed in the United States on October 25, 2020"
"174","









  
  
    
  Keeps up with my two furry beasts! Sometimes I have to start it in different areas to get every room, but being able to set this to run every day keeps the house looking so much better than I could by vacuuming randomly. Love it.

  
","Reviewed in the United States on October 25, 2020"
"175","









  
  
    
  I have been using iRobot cleaners for over 10 years and love them.  This model is a great deal.  It runs for 90 minutes, cleaning our entire first floor easily.  I purchased the kit with spare filters and brushes for maintenance down the road. It cleans my hardwood and carpets wonderfully as well as door mats and area rugs.  Be sure to clean out the dust bin Each use.  And to wash and dry the filter every few uses.  Will extend the life of your iRobot for years.  I would recommend this product.

  
","Reviewed in the United States on October 25, 2020"
"176","









  
  
    
  I am extremely happy w/my new iRobot 675 Roomba.  We have a small long haired dog that sheds quite a bit & the Roomba does a very good job of cleaning up the dog hair.  It cleans under the beds & the sectional - all areas that were causing me back pain.  Love it!!!  I stop it & move it around if need be - or just let it clean a certain area.  Easy to clean & easy to program if you watch the video.  Don't have an Alexa or something like it, just did it on my phone.  I like the option of just placing where ever I want & pushing the ""Clean"" button & letting it go.  I am delighted w/this product & pleased w/how easy it is to maintain.  Thank you

  
","Reviewed in the United States on October 25, 2020"
"177","









  
  
    
  Picks up dog hair even after I have vacuumed a room

  
","Reviewed in the United States on October 25, 2020"
"178","









  
  
    
  We have named him MouseDroid and I love this dumb machine. We take bets in the morning where he¡¯ll be stuck, because 3 out of 5 days he¡¯s somewhere stuck or dead battery.Despite all that he does suck up our cat fur and my shedding hair. The floors look much better than they have been in a while. We have him run while we¡¯re at work, but before we go we clear up the floor of large items and cords.

  
","Reviewed in the United States on October 24, 2020"
"179","









  
  
    
  This is a good in-between cleaner, but it does not replace my upright for heavy duty cleaning.  I like that I can program it to vacuum while I am at work.  2 negatives.  Every few uses I have to use scissors to remove hair that is wound around brush.  Also, the Roomba will sometimes get trapped under furniture or hung up going from hard wood floor to carpet.

  
","Reviewed in the United States on October 24, 2020"
"180","









  
  
    
  Just wanders around without learning where it has gone or where it should go. If you have an entirely empty room then this will keep the floor clean but any obstacles and it will make u-turns at every instance. Big waste of money

  
","Reviewed in the United States on October 24, 2020"
"181","









  
  
    
  This has been the worst piece of garbage I¡¯ve ever bought immediate issues was it couldn¡¯t charge immediately I was told to take it apart and clean under the front wheel and make sure the metal contacts were clean (before first use) have had nothing but charging issues since day 1 it¡¯s not smart enough to hit something snd move away instead in keeps trying until it gets itself wedged under or in something. Do yourself a favor and find a better vacuum I figured since the name was well know it would be great I was very disappointed.

  
","Reviewed in the United States on October 24, 2020"
"182","









  
  
    
  Makes a lot of noise, battery isn¡¯t good and drains within 30-40 mins. Very heavy to handle and doesn¡¯t deep clean. Very disappointed

  
","Reviewed in the United States on October 23, 2020"
"183","









  
  
    
  3 years and over 500 hours of vaccuming later and this is still going strong, still has plenty of battery life, and still figures its way around the house even though its not one of the newer models with smart maps.  I've had to replace the brushes a couple times, but that may also be because I have 3 dogs and 5 kids.  I also have the Brava mop and they work together overnight. It's nice waking up every morning to a fresh clean floor.  This is very durable too.  Alfred once got his stair sensor wrapped up in a towel and fell all the way down the steps into the basement.  No damage from the fall.  I highly recommend this if you have hardwood floors.

  
","Reviewed in the United States on October 23, 2020"
"184","









  
  
    
  Not bad overall! Both are in the same price range. The Roomba 675 pros: good quality, well packaged, great on carpets due to the dual brush design, easy to clean, very user friendly app, and it easily got over my doorway saddles which are about 3/4 in high. Cons: Its quite loud if its on hardwood, on carpets its fine. Very poor suction on hard surfaces, but it does eventually get the job done just takes a bunch of passes. Doesn't clean as efficiently in a pattern as the Roborock, it just bounces around. If it gets accidentally bumped while charging, it doesn't return to station as easily and quietly as the E5 does. Battery life much lower compared to the Roborock E4 about 2x. In conclusion its really not a bad robovac. I managed to get the Roborock E5 on sale off amazon for $180 and it performed better than the Roomba in my opinion. The roborock does feel cheaper in design and the app is a bit harder to use, but it has 3x the suction and nearly 2x the battery life. Also, due to the gyroscope built in, it actually cleans more efficiently in a pattern, rather than just random bumping around. In conclusion I stuck with the Roborock E4 and returned the Roomba 675. But if you have alot of carpeting, the Roomba 675 wouldn't be a bad choice. Hope this helped if you are in between those two.

  
","Reviewed in the United States on October 23, 2020"
"185","









  
  
    
  This is my second roomba and it does a great job at cleaning dog hair out of the carpets!

  
","Reviewed in the United States on October 23, 2020"
"186","









  
    
  Es una buena aspiradora para el barrido y recoleccion de polvo y sucio ligero, mantiene el piso limpio. El sensor de proximidad a los objetos deberia ser para detectar objetos mas altos, es decir, que pueda detectar objetos con voladizos o con bases profundas para que no haga tope tan duro. De resto estoy contento con la inversion.

  
  
","Reviewed in the United States on October 23, 2020"
"187","









  
  
    
  If wife says, then it must be right, right?

  
","Reviewed in the United States on October 23, 2020"
"188","









  
  
    
  Works great but with the 2 I¡¯ve bought they won¡¯t charge after a while. I have no idea why

  
","Reviewed in the United States on October 23, 2020"
"189","









  
  
    
  Got my little robot today and it sucks. Sucks up cat hair, leaves, etc. This is my second iRobot and I still love it. My previous one lasted for 16 years. The new one charges faster, is quieter and does a better job than the old one. Highly recommend this brand too. I didn't need a fancy one so I went with a more basic model. I'm a fan.

  
","Reviewed in the United States on October 23, 2020"
"190","









  
  
    
  Forget flying cars, I want more robots to clean my house! This thing is like having a drunk little friend meandering around with a broom. It¡¯s a bit louder than I expected, so I run it first thing in the morning while I¡¯m showering and getting dressed so it¡¯s not disturbing anything. I¡¯ve run it through the house twice now and it completed every room except the master suite. (I blocked that area off because I had stuff in the floor.) It took about 45 minutes to clean around 1600 sq ft. but it did a good job. I expect it would take it another 15-20 to do the master bedroom and bathroom, so it can do a 1700-1800 sq ft house in an hour.I was amazed at how much stuff it picked up considering I have vacuumed every single day this week with a regular vacuum before getting the Roomba. I was hesitant to spend the money on this but I¡¯m glad I did. My kids and dog track things in constantly and I think this is going to be very helpful.

  
","Reviewed in the United States on October 22, 2020"
"191","









  
  
    
  did not sit on the charger correctly. Called the manufacturer and the customer service agent hung up on the amazon representative and she also hung up on me twice. Returned

  
","Reviewed in the United States on October 22, 2020"
"192","









  
  
    
  Gave this for a Christmas gift!

  
","Reviewed in the United States on October 22, 2020"
"193","









  
  
    
  This is the dumbest roomba I have ever had.  I have had roombas for 15 years and the navigation on this one is the worst.  Constantly only cleans one area, or completes its job after onlyGoing in circles around the dock area.  Spend more and get one with better navigation.

  
","Reviewed in the United States on October 21, 2020"
"194","









  
  
    
  Bought this for myself for my birthday in Dec 2019. In Oct of 2020 it still works so well. We run it 5 days a week in the mornings in the main part of our home and close it in bedrooms of an evening while we are eating dinner. Make sure you empty after every use and it will pick up all sorts of muck in your house. We have a 3 & 1/2 year old child that loves ¡®Rosie¡¯ as well as a yellow lab and an American short haired cat. Between the 5 of us, we make a MESS and I¡¯m so glad we can easily vacuum daily with our busy work, school and general schedules.

  
","Reviewed in the United States on October 21, 2020"
"195","









  
  
    
  This vacuum works better than I had expected. I¡¯m so glad I got it. I have wood floors and area rugs. It does great on both.

  
","Reviewed in the United States on October 21, 2020"
"196","









  
  
    
  As advertised. <U+2764><U+FE0F> The best thing is seating at home doing WFH and asking Alexa to send iRobot to clean. I actually named mine ¡°Cosita¡±

  
","Reviewed in the United States on October 21, 2020"
"197","









  
  
    
  Sadly this Robot is awful. It's my 4th one in 10 years so I know exactly how well they can work. I've had this one for only 5 months- its stops all the time, crashes all the time and does not work anywhere near as well as the others that I have purchased. Find something else and save your money on a working robot. When they work, they are fantastic, but this one is a lemon.

  
","Reviewed in the United States on October 21, 2020"
"198","









  
  
    
  I love this Roomba!  I had a previous version without the connectivity to the iPhone and I love this new version.  I can set it to run while I'm away from home and come home to a clean house!

  
","Reviewed in the United States on October 21, 2020"
"199","









  
    
  Trabaja excelente.  Cuando encuentra obstaculos, sigue poco a poco cambiando de posicion hasta que sale de la situacion. No se atora.

  
  
","Reviewed in the United States on October 21, 2020"
"200","









  
  
    
  I schedule vacuuming through the app at 8.30 every day. At 8.36 I get notification that ¡°Roomba stuck somewhere¡±. It just keeps stuck everywhere so I have to be around to move it to. Kinda pointless to me... I don¡¯t recommend this one

  
","Reviewed in the United States on October 21, 2020"
"201","









  
  
    
  I really wanted to love this but it just did not meet (or come anywhere near) my expectations. I have a multi floor house with all tile and super low pile (Ruggable) rugs but I also have two dogs and three cats so I need help keeping up. I ordered 2 of these based on reviews and I ended up returning them and replacing them with a massively more effective competitor. The Roombas were LOUD <U+2014> like holy cow loud. They didn¡¯t pick up nearly as much hair or debris as their competitor. And they ALWAYS had cliff sensor fails at the top of my stairs so I ended up rescuing them 100% of the time we used them. They cost twice as much for a quarter of the cleaning and 10x the noise level. No thanks.

  
","Reviewed in the United States on October 20, 2020"
"202","









  
  
    
  Amazing

  
","Reviewed in the United States on October 20, 2020"
"203","









  
  
    
  New and doesn¡¯t charge or connect to your WiFi. It¡¯s a lot of money to be spending and having to trouble shoot right out of the box it¡¯s not worth it.

  
","Reviewed in the United States on October 20, 2020"
"204","









  
  
    
  Love this it¡¯s kinda low quality for like wifi connection but that¡¯s because this isn¡¯t the more expensive one

  
","Reviewed in the United States on October 20, 2020"
"205","









  
  
    
  It works great picking up dog hair! However, when it comes off of the rugs, onto the wood floor, it drops a lot of the hair.

  
","Reviewed in the United States on October 20, 2020"
"206","









  
  
    
  I named mine Thickums because every morning after her scheduled clean she is filled completely with dog fur. i have one small dog and live in a 600 sq ft apartment. i felt like i was having to vacuum once or twice a day just to keep up with the dog's shedding. the roomba doesn't really deep clean, and if i spilled something i would probably just reach for my stain hand held vac to clean it up. however, to convenience that the roomba gives me is totally worth it. she goes around for like 30 minutes each morning and i finally feel like i can just live in my home instead of constantly needing to vacuum up pet hair.i do also find the roomba pretty entertaining to watch go around my place bumping into stuff lol

  
","Reviewed in the United States on October 20, 2020"
"207","









  
    
  Es buena para la limpieza del dia a dia no para limpiezas profundas. Me encanta que no se golpea tanto con las cosas de la casa. Recomendada

  
  
","Reviewed in the United States on October 19, 2020"
"208","









  
  
    
  Had this for a few months and love it! ONLY criticism is that it does tend to rub on my white baseboards. I sweep every couple days and mop once a week. We live in the country and have two dogs that play in a sand horse arena and bring in dirt constantly. I run this sucker everyday and it really helps!  I recommend!

  
","Reviewed in the United States on October 19, 2020"
"209","









  
  
    
  The customer Support is horrible. They do not know how to make their own App work. The machine has poor suction and just runs with no pattern. You have to buy expensive add on blocks to keep the robot out of unwanted areas. They did not work as well. Tried the machine with replacement same results. Do yourself a favor don't waste your time and money!

  
","Reviewed in the United States on October 19, 2020"
"210","









  
  
    
  I use this in a relatively small space (approximately 500 sqft) with few obstacles, yet it regularly gets hung up in places that my Ecovacs Deebot had no trouble with.  The other challenge is that it is not reliable in seating itself properly in the charging station.  I would not go with this model Roomba again.Previously I had a Deebot N79 which rarely had issues.  I'm regretting not sticking with that line.

  
","Reviewed in the United States on October 19, 2020"
"211","









  
  
    
  This seems louder than all of the articles and reviews I read.

  
","Reviewed in the United States on October 18, 2020"
"212","









  
  
    
  Easy to setup and schedule days and time. It's done 2 scheduled cleanings and so far so good. My wife loves it and it appears to be learning the layout of our home.

  
","Reviewed in the United States on October 18, 2020"
"213","









  
  
    
  I am very pleased with my roomba; a little noisy compared to other brands but no big deal.

  
","Reviewed in the United States on October 18, 2020"
"214","









  
  
    
  This model seems to get stuck in more things and run out of battery mid cleaning than my previous brand of robot vacuum. Overall it¡¯s okay though, it does miss things and you do have to reset it a lot but still better than vacuuming manually every day in my opinion

  
","Reviewed in the United States on October 17, 2020"
"215","









  
  
    
  After wanting one for a long time our friends graciously gave us a Roomba as a house warming gift. Setup was fairly simple but it would get stuck almost daily under our living room couches. I added some after market larger bumpers which have helped make it through a run but it definitely is frustrating at first. Also, it doesn¡¯t seem to detect dirt like the product info says. I¡¯ve seen it go right by debris on my kitchen floor never to return. There doesn¡¯t seem to be any rhyme or reason to the track it follows and the suction is weak. All in all it¡¯s an ok device that we mostly let run in our formal living room and dining room downstairs. Since it was gift we¡¯ll obviously keep it but I wouldn¡¯t buy this model at this price.

  
","Reviewed in the United States on October 17, 2020"
